name,clean sheets,goals conceded,tackles,tackle success,last man tackles,blocked shots,interceptions,clearances,headed clearance,clearances off line,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,own goals,errors leading to goal,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,goals,headed goals,goals with right foot,goals with left foot,hit woodwork
 Matt Doherty,4.0,13.0,19.0,0.47,0.0,2.0,21.0,27.0,19.0,0.0,53.0,91.0,60.0,5.0,62.0,34.0,1.0,0.0,2.0,496.0,41.33,2.0,32.0,0.28,1.0,20.0,1.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0
 Shane Duffy,3.0,18.0,10.0,0.5,0.0,0.0,18.0,96.0,65.0,2.0,44.0,71.0,28.0,1.0,54.0,13.0,0.0,0.0,1.0,400.0,33.33,0.0,0.0,0.0,0.0,34.0,2.0,0.0,9.0,2.0,2.0,1.0,0.0,1.0,1.0
 Bruno Ecuele Manga,2.0,25.0,23.0,0.57,0.0,1.0,27.0,57.0,29.0,0.0,86.0,59.0,45.0,3.0,30.0,23.0,0.0,1.0,1.0,353.0,29.42,0.0,15.0,0.13,1.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Wesley Hoedt,4.0,21.0,25.0,0.4,2.0,0.0,21.0,73.0,36.0,0.0,80.0,75.0,52.0,5.0,31.0,24.0,2.0,0.0,0.0,531.0,44.25,0.0,1.0,0.0,0.0,50.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
 Aymeric Laporte,7.0,5.0,9.0,0.67,0.0,3.0,16.0,33.0,21.0,0.0,56.0,45.0,34.0,0.0,28.0,20.0,0.0,0.0,0.0,1065.0,88.75,0.0,2.0,0.0,0.0,54.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0
 David Luiz,6.0,8.0,9.0,0.89,0.0,3.0,11.0,58.0,35.0,1.0,71.0,51.0,45.0,5.0,26.0,27.0,0.0,0.0,0.0,984.0,82.0,3.0,2.0,0.0,9.0,69.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
 Ben Mee,3.0,25.0,21.0,0.38,0.0,0.0,16.0,71.0,47.0,1.0,68.0,70.0,50.0,2.0,39.0,40.0,0.0,0.0,1.0,450.0,37.5,2.0,0.0,0.0,0.0,60.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Sean Morrison,2.0,25.0,3.0,0.67,0.0,0.0,18.0,72.0,33.0,2.0,51.0,90.0,54.0,1.0,77.0,36.0,0.0,0.0,2.0,284.0,23.67,1.0,3.0,0.0,0.0,9.0,1.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0
 Shkodran Mustafi,2.0,15.0,26.0,0.62,0.0,0.0,22.0,81.0,52.0,0.0,43.0,77.0,38.0,1.0,48.0,19.0,0.0,0.0,0.0,781.0,65.08,0.0,5.0,0.2,1.0,45.0,2.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0
 Antonio Rüdiger,5.0,8.0,10.0,0.4,0.0,4.0,7.0,38.0,25.0,1.0,80.0,53.0,48.0,2.0,37.0,35.0,0.0,0.0,0.0,986.0,82.17,2.0,1.0,0.0,4.0,56.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0
 Mamadou Sakho,3.0,17.0,11.0,0.64,0.0,0.0,18.0,53.0,33.0,0.0,87.0,50.0,22.0,4.0,29.0,12.0,0.0,0.0,0.0,605.0,50.42,0.0,0.0,0.0,0.0,34.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Christopher Schindler,2.0,22.0,17.0,0.71,0.0,0.0,14.0,40.0,21.0,0.0,34.0,73.0,61.0,0.0,53.0,44.0,0.0,0.0,0.0,522.0,43.5,1.0,0.0,0.0,0.0,54.0,2.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0
 Adam Smith,3.0,11.0,17.0,0.76,1.0,0.0,11.0,31.0,14.0,0.0,40.0,52.0,52.0,8.0,9.0,15.0,0.0,0.0,0.0,403.0,33.58,0.0,10.0,0.1,0.0,7.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
 Charlie Taylor,2.0,21.0,17.0,0.59,0.0,1.0,13.0,25.0,15.0,0.0,48.0,60.0,44.0,7.0,21.0,23.0,0.0,0.0,0.0,324.0,27.0,1.0,39.0,0.18,0.0,21.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Patrick van Aanholt,2.0,17.0,15.0,0.67,0.0,3.0,15.0,23.0,13.0,0.0,91.0,35.0,29.0,11.0,3.0,6.0,0.0,0.0,1.0,572.0,47.67,1.0,12.0,0.17,1.0,23.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0
 Virgil van Dijk,6.0,5.0,13.0,0.77,0.0,1.0,14.0,67.0,31.0,0.0,58.0,64.0,30.0,2.0,44.0,22.0,0.0,0.0,0.0,876.0,73.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
 Toby Alderweireld,5.0,9.0,13.0,0.69,1.0,0.0,11.0,61.0,25.0,1.0,68.0,26.0,29.0,0.0,13.0,19.0,0.0,0.0,0.0,737.0,67.0,0.0,2.0,0.5,1.0,81.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
 Sol Bamba,2.0,20.0,24.0,0.67,0.0,1.0,26.0,77.0,39.0,1.0,62.0,80.0,46.0,3.0,50.0,23.0,0.0,2.0,1.0,224.0,20.36,0.0,0.0,0.0,0.0,21.0,1.0,0.0,13.0,0.0,2.0,0.0,2.0,0.0,1.0
 Lewis Dunk,3.0,15.0,10.0,0.8,0.0,0.0,14.0,74.0,43.0,1.0,58.0,44.0,43.0,0.0,33.0,19.0,0.0,2.0,0.0,334.0,30.36,0.0,0.0,0.0,0.0,35.0,2.0,0.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0
 Simon Francis,3.0,11.0,18.0,0.56,0.0,0.0,9.0,38.0,24.0,0.0,40.0,40.0,41.0,1.0,18.0,25.0,0.0,0.0,1.0,431.0,39.18,0.0,18.0,0.33,0.0,20.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Joseph Gomez,6.0,4.0,17.0,0.65,0.0,1.0,13.0,33.0,14.0,0.0,63.0,50.0,35.0,4.0,21.0,18.0,0.0,0.0,0.0,692.0,62.91,0.0,7.0,0.29,0.0,27.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Zanka,2.0,16.0,21.0,0.71,0.0,0.0,39.0,24.0,6.0,0.0,52.0,43.0,50.0,2.0,12.0,23.0,0.0,0.0,0.0,520.0,47.27,1.0,0.0,0.0,0.0,26.0,5.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0
 Victor Lindelöf,1.0,16.0,18.0,0.44,1.0,0.0,7.0,43.0,26.0,0.0,57.0,42.0,20.0,3.0,14.0,10.0,1.0,0.0,0.0,508.0,46.18,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Chris Löwe,1.0,20.0,24.0,0.63,0.0,1.0,10.0,21.0,6.0,0.0,48.0,51.0,32.0,5.0,14.0,9.0,0.0,0.0,1.0,401.0,36.45,1.0,67.0,0.25,0.0,38.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
 Harry Maguire,2.0,16.0,17.0,0.53,2.0,1.0,20.0,56.0,27.0,0.0,80.0,70.0,27.0,5.0,40.0,14.0,0.0,0.0,0.0,607.0,55.18,1.0,0.0,0.0,0.0,74.0,3.0,0.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0
 Andrew Robertson,7.0,4.0,25.0,0.72,0.0,2.0,10.0,17.0,9.0,0.0,67.0,40.0,33.0,8.0,4.0,8.0,0.0,0.0,3.0,716.0,65.09,5.0,31.0,0.13,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
 Luke Shaw,1.0,20.0,22.0,0.5,0.0,3.0,8.0,32.0,18.0,0.0,52.0,56.0,41.0,6.0,22.0,15.0,0.0,0.0,1.0,613.0,55.73,1.0,31.0,0.26,0.0,19.0,5.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0
 James Tarkowski,2.0,24.0,23.0,0.3,0.0,0.0,11.0,73.0,42.0,1.0,51.0,79.0,39.0,1.0,45.0,18.0,0.0,1.0,0.0,364.0,33.09,0.0,1.0,0.0,0.0,36.0,3.0,0.0,10.0,2.0,2.0,1.0,0.0,1.0,0.0
 Kieran Trippier,3.0,9.0,26.0,0.58,0.0,2.0,9.0,23.0,15.0,1.0,72.0,52.0,39.0,2.0,13.0,12.0,0.0,1.0,3.0,608.0,55.27,6.0,81.0,0.28,0.0,30.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0
 DeAndre Yedlin,3.0,15.0,21.0,0.57,0.0,0.0,14.0,30.0,12.0,0.0,38.0,42.0,51.0,2.0,12.0,20.0,1.0,0.0,1.0,307.0,27.91,1.0,21.0,0.24,0.0,14.0,1.0,0.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0
 Trent Alexander-Arnold,4.0,4.0,19.0,0.79,0.0,5.0,13.0,20.0,9.0,0.0,60.0,34.0,49.0,6.0,5.0,13.0,0.0,0.0,2.0,564.0,56.4,3.0,57.0,0.21,1.0,37.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0
 Ricardo Pereira,4.0,14.0,39.0,0.69,0.0,1.0,14.0,20.0,10.0,0.0,62.0,77.0,81.0,13.0,16.0,22.0,0.0,0.0,1.0,357.0,35.7,1.0,31.0,0.16,0.0,5.0,2.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0
 Lucas Digne,3.0,10.0,22.0,0.64,0.0,3.0,17.0,19.0,6.0,0.0,50.0,58.0,39.0,5.0,21.0,11.0,0.0,0.0,1.0,387.0,38.7,4.0,83.0,0.27,0.0,18.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0
 Issa Diop,1.0,12.0,23.0,0.61,0.0,0.0,16.0,49.0,26.0,0.0,53.0,51.0,29.0,2.0,22.0,17.0,1.0,1.0,0.0,313.0,31.3,0.0,0.0,0.0,0.0,12.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
 Paul Dummett,4.0,10.0,11.0,0.55,0.0,1.0,13.0,55.0,34.0,0.0,33.0,35.0,19.0,0.0,22.0,8.0,0.0,0.0,0.0,272.0,27.2,0.0,23.0,0.26,0.0,14.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
 Kiko Femenía,2.0,7.0,15.0,0.67,0.0,1.0,8.0,19.0,8.0,0.0,25.0,26.0,10.0,1.0,5.0,4.0,0.0,0.0,1.0,242.0,24.2,1.0,11.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
 Florent Hadergjonaj,2.0,14.0,14.0,0.5,0.0,1.0,4.0,10.0,6.0,0.0,44.0,32.0,28.0,4.0,5.0,7.0,0.0,0.0,0.0,257.0,25.7,1.0,38.0,0.16,2.0,13.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 José Holebas,1.0,14.0,18.0,0.67,1.0,3.0,8.0,29.0,20.0,0.0,53.0,54.0,52.0,7.0,22.0,15.0,0.0,0.0,4.0,305.0,30.5,7.0,100.0,0.22,0.0,12.0,6.0,0.0,13.0,0.0,2.0,0.0,1.0,1.0,0.0
 Michael Keane,3.0,11.0,11.0,0.73,0.0,1.0,14.0,51.0,36.0,0.0,41.0,72.0,37.0,2.0,57.0,29.0,0.0,0.0,2.0,474.0,47.4,3.0,2.0,0.5,0.0,30.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
 Jamaal Lascelles,3.0,10.0,16.0,0.63,0.0,1.0,18.0,67.0,36.0,0.0,50.0,59.0,25.0,1.0,38.0,17.0,0.0,1.0,0.0,378.0,37.8,1.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Matthew Lowton,3.0,22.0,28.0,0.79,0.0,1.0,14.0,40.0,15.0,1.0,73.0,53.0,50.0,3.0,13.0,7.0,0.0,1.0,0.0,330.0,33.0,0.0,33.0,0.12,1.0,33.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
 Denis Odoi,0.0,25.0,10.0,0.8,0.0,0.0,15.0,57.0,26.0,0.0,57.0,45.0,32.0,5.0,19.0,14.0,0.0,0.0,0.0,474.0,47.4,0.0,1.0,0.0,0.0,23.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
 Callum Paterson,0.0,14.0,9.0,0.67,0.0,5.0,4.0,6.0,5.0,0.0,24.0,104.0,93.0,3.0,79.0,67.0,0.0,0.0,0.0,204.0,20.4,2.0,5.0,0.4,0.0,5.0,1.0,0.0,13.0,4.0,3.0,1.0,1.0,1.0,1.0
 Jeffrey Schlupp,1.0,8.0,10.0,0.5,0.0,2.0,5.0,4.0,2.0,0.0,23.0,32.0,43.0,4.0,14.0,19.0,0.0,0.0,0.0,189.0,18.9,0.0,7.0,0.14,2.0,4.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0
 Chris Smalling,1.0,17.0,10.0,0.7,0.0,0.0,9.0,45.0,21.0,0.0,34.0,57.0,33.0,1.0,43.0,21.0,0.0,0.0,0.0,404.0,40.4,0.0,0.0,0.0,1.0,15.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0
 James Tomkins,3.0,12.0,11.0,0.73,1.0,0.0,12.0,54.0,25.0,0.0,41.0,40.0,39.0,1.0,26.0,28.0,0.0,0.0,0.0,391.0,39.1,1.0,0.0,0.0,0.0,60.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
 Kyle Walker,6.0,4.0,14.0,0.64,0.0,3.0,15.0,14.0,8.0,0.0,53.0,37.0,25.0,7.0,11.0,10.0,0.0,0.0,0.0,753.0,75.3,0.0,21.0,0.1,2.0,31.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0
 Joe Bennett,2.0,17.0,15.0,0.73,0.0,1.0,24.0,33.0,11.0,0.0,33.0,44.0,22.0,4.0,11.0,7.0,0.0,0.0,1.0,216.0,24.0,0.0,17.0,0.41,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ben Davies,2.0,7.0,22.0,0.36,0.0,2.0,8.0,21.0,9.0,0.0,32.0,38.0,27.0,1.0,11.0,9.0,0.0,0.0,0.0,374.0,41.56,3.0,25.0,0.2,0.0,11.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Federico Fernández,3.0,11.0,10.0,0.7,0.0,1.0,16.0,62.0,31.0,0.0,37.0,38.0,28.0,0.0,22.0,20.0,0.0,0.0,1.0,259.0,28.78,1.0,4.0,0.5,0.0,34.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
 Christian Kabasele,1.0,9.0,13.0,0.54,1.0,3.0,22.0,47.0,24.0,0.0,23.0,50.0,35.0,0.0,31.0,22.0,0.0,0.0,0.0,194.0,21.56,0.0,0.0,0.0,0.0,18.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Terence Kongolo,1.0,15.0,21.0,0.62,0.0,0.0,12.0,20.0,7.0,1.0,18.0,46.0,17.0,3.0,16.0,8.0,1.0,0.0,0.0,263.0,29.22,1.0,6.0,0.33,0.0,24.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
 Maxime Le Marchand,0.0,22.0,27.0,0.63,0.0,1.0,18.0,47.0,18.0,0.0,66.0,54.0,38.0,4.0,20.0,15.0,0.0,1.0,0.0,480.0,53.33,0.0,7.0,0.0,0.0,30.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
 Benjamin Mendy,4.0,5.0,13.0,0.77,0.0,2.0,9.0,14.0,9.0,0.0,59.0,30.0,54.0,7.0,8.0,22.0,0.0,0.0,5.0,565.0,62.78,4.0,47.0,0.23,2.0,16.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
 Declan Rice,1.0,10.0,23.0,0.57,0.0,1.0,16.0,21.0,8.0,0.0,65.0,43.0,28.0,6.0,11.0,12.0,0.0,0.0,0.0,379.0,42.11,1.0,0.0,0.0,0.0,24.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 John Stones,4.0,4.0,6.0,0.67,0.0,0.0,7.0,29.0,21.0,0.0,41.0,34.0,16.0,3.0,22.0,10.0,0.0,0.0,0.0,669.0,74.33,0.0,2.0,0.5,0.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Pablo Zabaleta,1.0,10.0,17.0,0.71,0.0,1.0,14.0,38.0,20.0,0.0,39.0,54.0,46.0,7.0,20.0,24.0,0.0,0.0,1.0,294.0,32.67,1.0,16.0,0.19,0.0,13.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
 Kurt Zouma,2.0,10.0,7.0,0.71,0.0,2.0,11.0,35.0,17.0,0.0,40.0,32.0,26.0,1.0,21.0,15.0,0.0,0.0,1.0,404.0,44.89,0.0,0.0,0.0,0.0,35.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
 Seamus Coleman,2.0,9.0,21.0,0.52,0.0,2.0,12.0,23.0,13.0,0.0,49.0,55.0,38.0,8.0,17.0,13.0,0.0,0.0,0.0,298.0,37.25,1.0,26.0,0.08,0.0,12.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0
 Arthur Masuaku,1.0,13.0,26.0,0.46,0.0,1.0,17.0,30.0,17.0,0.0,61.0,46.0,41.0,9.0,9.0,7.0,0.0,0.0,0.0,328.0,41.0,0.0,12.0,0.17,0.0,21.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
 Wes Morgan,3.0,9.0,12.0,0.58,0.0,2.0,8.0,46.0,32.0,0.0,17.0,48.0,33.0,0.0,35.0,19.0,0.0,0.0,0.0,310.0,38.75,0.0,0.0,0.0,0.0,8.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
 Davinson Sánchez,3.0,5.0,10.0,0.6,0.0,0.0,9.0,48.0,27.0,0.0,34.0,25.0,35.0,0.0,15.0,26.0,0.0,0.0,1.0,399.0,49.88,1.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ashley Young,0.0,16.0,12.0,0.67,0.0,0.0,15.0,21.0,8.0,0.0,51.0,35.0,29.0,4.0,5.0,6.0,0.0,0.0,1.0,350.0,43.75,2.0,62.0,0.19,0.0,29.0,3.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0
 Calum Chambers,0.0,10.0,7.0,0.43,0.0,1.0,14.0,35.0,12.0,0.0,35.0,24.0,30.0,4.0,12.0,16.0,0.0,0.0,0.0,224.0,32.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cyrus Christie,0.0,15.0,7.0,0.71,0.0,1.0,8.0,17.0,9.0,0.0,20.0,28.0,33.0,4.0,15.0,7.0,0.0,0.0,0.0,244.0,34.86,1.0,29.0,0.14,0.0,7.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
 Ciaran Clark,1.0,10.0,12.0,0.75,0.0,1.0,8.0,29.0,18.0,0.0,31.0,39.0,17.0,0.0,24.0,13.0,0.0,0.0,0.0,153.0,21.86,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
 Erik Durm,0.0,11.0,14.0,0.64,0.0,3.0,7.0,12.0,3.0,0.0,31.0,34.0,21.0,5.0,6.0,14.0,0.0,0.0,0.0,185.0,26.43,0.0,21.0,0.29,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Timothy Fosu-Mensah,0.0,12.0,8.0,0.75,0.0,0.0,5.0,14.0,6.0,0.0,26.0,18.0,26.0,5.0,5.0,11.0,1.0,0.0,0.0,277.0,39.57,0.0,13.0,0.23,1.0,11.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Rob Holding,1.0,6.0,8.0,0.5,0.0,0.0,8.0,28.0,13.0,0.0,40.0,27.0,19.0,3.0,16.0,8.0,0.0,0.0,0.0,447.0,63.86,0.0,0.0,0.0,0.0,21.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Nacho Monreal,2.0,8.0,13.0,0.54,0.0,1.0,6.0,20.0,16.0,0.0,30.0,39.0,27.0,2.0,15.0,9.0,0.0,0.0,1.0,356.0,50.86,1.0,15.0,0.07,0.0,4.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0
 Martín Montoya,0.0,13.0,18.0,0.61,0.0,1.0,17.0,19.0,7.0,0.0,25.0,36.0,37.0,3.0,9.0,6.0,0.0,0.0,0.0,190.0,27.14,1.0,7.0,1.0,0.0,5.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jan Vertonghen,1.0,7.0,14.0,0.71,0.0,1.0,12.0,33.0,19.0,0.0,40.0,36.0,19.0,3.0,15.0,9.0,0.0,0.0,0.0,436.0,62.29,0.0,2.0,0.5,0.0,16.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
 Jonny Evans,1.0,4.0,1.0,0.0,0.0,1.0,7.0,24.0,14.0,0.0,23.0,16.0,22.0,0.0,10.0,13.0,0.0,0.0,0.0,187.0,31.17,0.0,0.0,0.0,0.0,9.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Daryl Janmaat,1.0,6.0,14.0,0.64,0.0,1.0,15.0,20.0,7.0,0.0,43.0,29.0,18.0,5.0,10.0,7.0,0.0,0.0,1.0,179.0,29.83,0.0,27.0,0.3,0.0,18.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
 Vincent Kompany,1.0,2.0,2.0,0.5,0.0,0.0,5.0,13.0,10.0,0.0,15.0,13.0,8.0,1.0,10.0,4.0,0.0,0.0,0.0,327.0,54.5,0.0,0.0,0.0,0.0,13.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Adrian Mariappa,2.0,2.0,6.0,0.67,1.0,1.0,4.0,19.0,8.0,0.0,12.0,17.0,22.0,0.0,10.0,15.0,0.0,0.0,0.0,206.0,34.33,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
