name,clean sheets,goals conceded,tackles,tackle success,last man tackles,blocked shots,interceptions,clearances,headed clearance,clearances off line,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,own goals,errors leading to goal,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,goals,headed goals,goals with right foot,goals with left foot,hit woodwork
 Steve Cook,7.0,63.0,33.0,0.58,0.0,5.0,84.0,298.0,176.0,0.0,162.0,166.0,98.0,3.0,123.0,64.0,0.0,1.0,0.0,1577.0,43.81,1.0,1.0,0.0,0.0,175.0,5.0,0.0,16.0,2.0,4.0,2.0,2.0,0.0,0.0
 Ashley Williams,9.0,50.0,68.0,0.76,2.0,2.0,99.0,314.0,159.0,1.0,195.0,160.0,99.0,6.0,73.0,53.0,0.0,1.0,1.0,1883.0,52.31,0.0,3.0,0.33,2.0,175.0,8.0,0.0,30.0,2.0,2.0,1.0,1.0,0.0,0.0
 Daley Blind,12.0,35.0,95.0,0.71,0.0,2.0,80.0,119.0,56.0,1.0,274.0,165.0,123.0,21.0,34.0,55.0,0.0,0.0,1.0,2029.0,57.97,2.0,125.0,0.26,1.0,171.0,2.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0
 Craig Cathcart,10.0,46.0,45.0,0.76,0.0,2.0,63.0,171.0,87.0,0.0,121.0,132.0,67.0,8.0,68.0,42.0,1.0,1.0,0.0,1032.0,29.49,0.0,3.0,0.33,0.0,116.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0
 Scott Dann,8.0,44.0,35.0,0.69,1.0,4.0,62.0,179.0,94.0,2.0,138.0,170.0,113.0,10.0,115.0,75.0,0.0,1.0,1.0,1116.0,31.89,0.0,5.0,0.2,0.0,131.0,7.0,0.0,20.0,5.0,5.0,3.0,1.0,1.0,1.0
 Robert Huth,15.0,32.0,41.0,0.76,0.0,4.0,76.0,258.0,109.0,0.0,147.0,175.0,114.0,3.0,116.0,67.0,0.0,0.0,0.0,810.0,23.14,1.0,0.0,0.0,0.0,34.0,8.0,0.0,35.0,3.0,3.0,2.0,1.0,0.0,0.0
 Erik Pieters,10.0,45.0,116.0,0.78,0.0,2.0,95.0,93.0,36.0,0.0,200.0,219.0,159.0,8.0,47.0,44.0,0.0,1.0,1.0,1504.0,42.97,3.0,103.0,0.13,1.0,60.0,10.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
 Chris Smalling,17.0,31.0,55.0,0.71,1.0,7.0,97.0,180.0,91.0,0.0,194.0,203.0,137.0,12.0,124.0,70.0,1.0,0.0,1.0,1533.0,43.8,1.0,0.0,0.0,1.0,104.0,8.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,2.0
 Gareth McAuley,10.0,41.0,45.0,0.76,2.0,1.0,95.0,172.0,84.0,2.0,135.0,161.0,97.0,9.0,93.0,46.0,1.0,0.0,0.0,849.0,24.97,1.0,4.0,0.0,1.0,99.0,4.0,1.0,32.0,2.0,1.0,1.0,0.0,0.0,1.0
 Pape Souaré,7.0,45.0,32.0,0.72,0.0,3.0,84.0,122.0,26.0,0.0,191.0,105.0,100.0,17.0,26.0,24.0,1.0,0.0,1.0,1165.0,34.26,4.0,137.0,0.18,0.0,75.0,6.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0
 Neil Taylor,8.0,46.0,41.0,0.78,0.0,6.0,63.0,69.0,27.0,0.0,158.0,107.0,124.0,12.0,28.0,30.0,0.0,0.0,1.0,1284.0,37.76,1.0,73.0,0.23,0.0,69.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
 Virgil van Dijk,10.0,36.0,59.0,0.75,1.0,4.0,96.0,260.0,152.0,0.0,163.0,249.0,103.0,16.0,163.0,58.0,0.0,0.0,0.0,1388.0,40.82,3.0,2.0,0.5,0.0,119.0,2.0,0.0,28.0,2.0,3.0,1.0,0.0,2.0,5.0
 Nathaniel Clyne,10.0,45.0,84.0,0.75,0.0,13.0,52.0,57.0,10.0,0.0,161.0,143.0,102.0,23.0,11.0,21.0,0.0,0.0,0.0,1510.0,45.76,1.0,81.0,0.14,1.0,58.0,6.0,0.0,19.0,1.0,1.0,0.0,0.0,1.0,0.0
 Branislav Ivanovic,8.0,44.0,66.0,0.76,0.0,11.0,60.0,87.0,47.0,0.0,169.0,178.0,115.0,10.0,81.0,41.0,0.0,2.0,2.0,1301.0,39.42,2.0,74.0,0.12,0.0,71.0,5.0,0.0,32.0,1.0,2.0,2.0,0.0,0.0,0.0
 Laurent Koscielny,15.0,31.0,47.0,0.55,0.0,2.0,126.0,186.0,89.0,0.0,223.0,186.0,113.0,10.0,104.0,57.0,0.0,0.0,0.0,1691.0,51.24,1.0,3.0,0.0,2.0,83.0,3.0,0.0,31.0,1.0,4.0,1.0,3.0,0.0,0.0
 Chancel Mbemba,7.0,53.0,77.0,0.81,3.0,3.0,96.0,231.0,99.0,0.0,151.0,157.0,112.0,20.0,48.0,54.0,0.0,2.0,0.0,1147.0,34.76,0.0,10.0,0.4,0.0,110.0,5.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
 John Stones,8.0,45.0,46.0,0.78,1.0,1.0,56.0,127.0,75.0,1.0,180.0,147.0,74.0,23.0,53.0,30.0,0.0,3.0,0.0,1566.0,47.45,4.0,4.0,0.5,1.0,144.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
 Patrick van Aanholt,6.0,56.0,85.0,0.8,2.0,7.0,63.0,102.0,23.0,1.0,220.0,157.0,117.0,46.0,14.0,16.0,0.0,1.0,3.0,1067.0,32.33,4.0,56.0,0.21,1.0,46.0,2.0,0.0,16.0,4.0,4.0,0.0,0.0,4.0,2.0
 Kyle Walker,12.0,28.0,87.0,0.82,0.0,8.0,92.0,106.0,53.0,0.0,209.0,183.0,127.0,17.0,52.0,25.0,1.0,1.0,3.0,1250.0,37.88,5.0,78.0,0.23,1.0,77.0,7.0,0.0,29.0,3.0,1.0,0.0,1.0,0.0,0.0
 Sebastien Bassong,4.0,56.0,27.0,0.74,1.0,3.0,53.0,256.0,151.0,1.0,136.0,155.0,83.0,11.0,95.0,41.0,0.0,2.0,0.0,882.0,27.56,0.0,2.0,0.0,0.0,74.0,4.0,0.0,25.0,3.0,1.0,0.0,0.0,1.0,0.0
 Ryan Bertrand,9.0,33.0,43.0,0.74,0.0,3.0,72.0,88.0,38.0,1.0,133.0,124.0,120.0,17.0,37.0,32.0,0.0,0.0,3.0,1121.0,35.03,6.0,146.0,0.19,1.0,56.0,6.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0
 Damien Delaney,5.0,46.0,31.0,0.74,1.0,2.0,56.0,204.0,111.0,0.0,124.0,145.0,93.0,4.0,96.0,61.0,2.0,1.0,3.0,1055.0,32.97,5.0,7.0,0.29,0.0,114.0,2.0,0.0,18.0,0.0,2.0,1.0,1.0,0.0,1.0
 Federico Fernández,8.0,44.0,58.0,0.81,0.0,2.0,80.0,217.0,124.0,0.0,170.0,166.0,119.0,4.0,87.0,60.0,2.0,1.0,1.0,1697.0,53.03,0.0,2.0,0.0,2.0,83.0,3.0,0.0,31.0,2.0,1.0,0.0,0.0,0.0,1.0
 Christian Fuchs,15.0,20.0,99.0,0.78,0.0,6.0,98.0,122.0,55.0,1.0,215.0,167.0,137.0,7.0,49.0,34.0,0.0,0.0,4.0,1180.0,36.88,7.0,127.0,0.27,4.0,91.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
 Daryl Janmaat,3.0,60.0,80.0,0.78,0.0,8.0,56.0,83.0,29.0,0.0,157.0,153.0,134.0,38.0,27.0,28.0,0.0,0.0,4.0,1252.0,39.13,5.0,144.0,0.19,3.0,79.0,5.0,1.0,29.0,5.0,2.0,0.0,2.0,0.0,0.0
 Joleon Lescott,5.0,61.0,35.0,0.86,0.0,3.0,85.0,186.0,101.0,1.0,170.0,122.0,77.0,7.0,71.0,34.0,0.0,1.0,0.0,1061.0,33.16,0.0,4.0,0.25,0.0,93.0,2.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0
 Alberto Moreno,6.0,36.0,92.0,0.75,1.0,13.0,63.0,48.0,9.0,0.0,138.0,143.0,122.0,16.0,14.0,15.0,0.0,0.0,4.0,1323.0,41.34,3.0,138.0,0.26,1.0,85.0,3.0,0.0,29.0,6.0,1.0,0.0,0.0,1.0,1.0
 Allan Nyom,9.0,34.0,84.0,0.89,0.0,3.0,60.0,70.0,20.0,0.0,187.0,147.0,111.0,27.0,13.0,20.0,0.0,1.0,1.0,860.0,26.88,1.0,85.0,0.13,1.0,58.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
 Adam Smith,6.0,35.0,71.0,0.83,0.0,6.0,44.0,49.0,18.0,0.0,125.0,189.0,139.0,46.0,21.0,32.0,0.0,0.0,0.0,911.0,29.39,1.0,56.0,0.2,1.0,36.0,5.0,0.0,33.0,2.0,2.0,0.0,1.0,1.0,0.0
 Philipp Wollscheid,10.0,43.0,74.0,0.7,1.0,1.0,75.0,164.0,83.0,0.0,136.0,172.0,90.0,11.0,71.0,42.0,0.0,1.0,0.0,1220.0,39.35,0.0,0.0,0.0,0.0,89.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
 Geoff Cameron,4.0,39.0,60.0,0.73,2.0,7.0,56.0,98.0,59.0,0.0,166.0,166.0,128.0,28.0,70.0,40.0,0.0,0.0,0.0,1128.0,37.6,1.0,16.0,0.06,3.0,41.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jonny Evans,7.0,34.0,74.0,0.7,1.0,3.0,92.0,104.0,57.0,0.0,190.0,172.0,90.0,22.0,54.0,30.0,0.0,0.0,1.0,984.0,32.8,1.0,22.0,0.55,1.0,112.0,4.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0
 Russell Martin,4.0,53.0,41.0,0.71,0.0,2.0,37.0,201.0,106.0,1.0,124.0,93.0,92.0,1.0,46.0,32.0,0.0,1.0,0.0,1118.0,37.27,2.0,18.0,0.28,0.0,121.0,4.0,1.0,32.0,0.0,3.0,0.0,2.0,1.0,0.0
 Nicolás Otamendi,11.0,35.0,90.0,0.67,1.0,8.0,104.0,209.0,118.0,2.0,190.0,219.0,129.0,11.0,90.0,49.0,0.0,0.0,0.0,1569.0,52.3,0.0,1.0,0.0,0.0,97.0,9.0,0.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0
 Danny Simpson,13.0,19.0,52.0,0.79,0.0,2.0,94.0,125.0,53.0,1.0,137.0,131.0,115.0,9.0,59.0,53.0,0.0,0.0,0.0,869.0,28.97,0.0,29.0,0.17,0.0,54.0,3.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
 Joel Ward,6.0,41.0,62.0,0.85,0.0,2.0,69.0,109.0,45.0,0.0,152.0,161.0,137.0,18.0,55.0,41.0,0.0,0.0,1.0,1001.0,33.37,3.0,56.0,0.21,1.0,59.0,4.0,0.0,36.0,0.0,2.0,1.0,1.0,0.0,0.0
 Aleksandar Kolarov,10.0,29.0,34.0,0.74,0.0,13.0,46.0,71.0,43.0,0.0,153.0,132.0,103.0,24.0,47.0,25.0,0.0,0.0,3.0,1361.0,46.93,2.0,149.0,0.27,1.0,63.0,3.0,0.0,20.0,3.0,3.0,0.0,0.0,3.0,3.0
 Jan Vertonghen,9.0,29.0,48.0,0.75,0.0,4.0,63.0,174.0,98.0,0.0,126.0,134.0,63.0,13.0,54.0,36.0,1.0,0.0,0.0,1474.0,50.83,0.0,2.0,1.0,0.0,102.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
 Seamus Coleman,7.0,34.0,58.0,0.79,0.0,8.0,36.0,71.0,32.0,0.0,160.0,142.0,120.0,43.0,13.0,22.0,1.0,1.0,3.0,1044.0,37.29,3.0,93.0,0.15,0.0,45.0,4.0,0.0,20.0,8.0,1.0,1.0,0.0,0.0,1.0
 Matteo Darmian,8.0,18.0,84.0,0.82,0.0,0.0,42.0,53.0,14.0,0.0,103.0,138.0,96.0,11.0,20.0,13.0,0.0,0.0,0.0,934.0,33.36,3.0,53.0,0.17,0.0,40.0,8.0,0.0,27.0,4.0,1.0,0.0,0.0,1.0,0.0
 Ramiro Funes Mori,6.0,35.0,41.0,0.76,1.0,2.0,66.0,217.0,91.0,0.0,146.0,139.0,75.0,12.0,76.0,45.0,0.0,0.0,1.0,1238.0,44.21,1.0,6.0,0.67,0.0,107.0,4.0,1.0,8.0,2.0,4.0,2.0,1.0,1.0,0.0
 Alan Hutton,2.0,55.0,55.0,0.78,0.0,1.0,52.0,52.0,27.0,0.0,104.0,135.0,84.0,12.0,34.0,16.0,2.0,2.0,1.0,843.0,30.11,3.0,121.0,0.2,1.0,44.0,6.0,1.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0
 John O'Shea,1.0,37.0,32.0,0.63,0.0,2.0,39.0,183.0,90.0,0.0,68.0,92.0,44.0,0.0,51.0,17.0,0.0,0.0,0.0,590.0,21.07,1.0,0.0,0.0,0.0,46.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
 Angelo Ogbonna,9.0,32.0,43.0,0.79,0.0,2.0,50.0,161.0,88.0,0.0,116.0,127.0,67.0,8.0,62.0,31.0,0.0,1.0,0.0,945.0,33.75,0.0,1.0,1.0,0.0,78.0,5.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jonas Olsson,5.0,28.0,16.0,0.69,1.0,0.0,45.0,127.0,65.0,0.0,59.0,73.0,49.0,2.0,48.0,21.0,1.0,1.0,1.0,576.0,20.57,1.0,0.0,0.0,0.0,59.0,5.0,0.0,22.0,2.0,1.0,1.0,0.0,0.0,1.0
 Bacary Sagna,11.0,26.0,50.0,0.66,0.0,1.0,50.0,99.0,55.0,0.0,126.0,155.0,112.0,5.0,86.0,57.0,0.0,0.0,3.0,1587.0,56.68,3.0,74.0,0.26,2.0,52.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kyle Naughton,4.0,26.0,40.0,0.65,0.0,3.0,48.0,65.0,16.0,0.0,105.0,105.0,103.0,13.0,31.0,28.0,0.0,0.0,3.0,1081.0,40.04,2.0,64.0,0.19,0.0,41.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
 Fabricio Coloccini,5.0,47.0,43.0,0.74,0.0,3.0,61.0,97.0,42.0,1.0,106.0,88.0,77.0,4.0,32.0,33.0,1.0,0.0,0.0,849.0,32.65,0.0,4.0,0.0,0.0,79.0,2.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0
 Glen Johnson,9.0,29.0,41.0,0.78,0.0,5.0,51.0,27.0,15.0,1.0,134.0,100.0,102.0,33.0,17.0,11.0,0.0,0.0,3.0,895.0,35.8,6.0,56.0,0.16,2.0,33.0,1.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
 James Tomkins,8.0,24.0,62.0,0.68,0.0,1.0,54.0,101.0,45.0,0.0,118.0,116.0,64.0,5.0,34.0,20.0,0.0,2.0,0.0,835.0,33.4,2.0,15.0,0.27,0.0,67.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
 Nathan Aké,7.0,24.0,79.0,0.67,0.0,3.0,76.0,72.0,26.0,1.0,80.0,135.0,73.0,10.0,34.0,25.0,0.0,0.0,0.0,609.0,25.38,1.0,42.0,0.12,0.0,30.0,4.0,1.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0
 Cédric Soares,5.0,19.0,70.0,0.79,0.0,2.0,53.0,67.0,21.0,2.0,131.0,122.0,91.0,18.0,20.0,33.0,0.0,0.0,2.0,786.0,32.75,4.0,115.0,0.27,0.0,66.0,3.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0
 Miguel Britos,7.0,28.0,25.0,0.56,0.0,0.0,60.0,126.0,43.0,0.0,81.0,109.0,68.0,7.0,62.0,36.0,0.0,1.0,0.0,786.0,32.75,0.0,2.0,1.0,0.0,103.0,7.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
 Billy Jones,2.0,45.0,76.0,0.72,0.0,6.0,30.0,64.0,34.0,0.0,86.0,160.0,108.0,11.0,61.0,35.0,0.0,1.0,1.0,569.0,23.71,1.0,41.0,0.12,1.0,20.0,8.0,0.0,32.0,3.0,1.0,0.0,1.0,0.0,1.0
 Dejan Lovren,8.0,24.0,34.0,0.74,0.0,7.0,37.0,153.0,67.0,0.0,97.0,124.0,60.0,1.0,80.0,21.0,0.0,1.0,0.0,1052.0,43.83,1.0,4.0,0.25,0.0,80.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
 Per Mertesacker,9.0,23.0,27.0,0.89,1.0,1.0,36.0,108.0,56.0,0.0,139.0,88.0,32.0,3.0,54.0,16.0,0.0,0.0,0.0,1246.0,51.92,1.0,0.0,0.0,0.0,46.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
 Martin Olsson,3.0,35.0,26.0,0.77,1.0,0.0,25.0,66.0,30.0,0.0,80.0,77.0,74.0,6.0,27.0,21.0,0.0,1.0,2.0,479.0,19.96,1.0,72.0,0.17,0.0,34.0,2.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0
 Winston Reid,6.0,38.0,45.0,0.82,0.0,4.0,76.0,154.0,76.0,0.0,109.0,123.0,66.0,2.0,50.0,28.0,1.0,0.0,1.0,833.0,34.71,0.0,2.0,0.0,0.0,90.0,5.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,2.0
 Micah Richards,3.0,53.0,42.0,0.81,0.0,1.0,61.0,142.0,84.0,0.0,109.0,156.0,67.0,28.0,61.0,22.0,1.0,1.0,1.0,717.0,29.88,0.0,2.0,0.5,1.0,38.0,3.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0
 Danny Rose,8.0,19.0,67.0,0.84,0.0,8.0,39.0,79.0,48.0,0.0,146.0,160.0,121.0,28.0,23.0,20.0,0.0,1.0,3.0,1062.0,44.25,6.0,88.0,0.14,1.0,49.0,7.0,0.0,41.0,1.0,1.0,0.0,0.0,1.0,0.0
 Jeffrey Schlupp,1.0,24.0,46.0,0.78,0.0,9.0,31.0,21.0,9.0,0.0,93.0,134.0,104.0,41.0,26.0,28.0,0.0,0.0,2.0,461.0,19.21,2.0,45.0,0.22,0.0,38.0,4.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0
 John Terry,6.0,34.0,21.0,0.81,0.0,3.0,38.0,88.0,46.0,0.0,90.0,77.0,42.0,2.0,49.0,22.0,1.0,0.0,0.0,924.0,38.5,0.0,0.0,0.0,1.0,32.0,2.0,2.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0
 Gary Cahill,2.0,38.0,22.0,0.82,2.0,1.0,36.0,114.0,44.0,2.0,85.0,113.0,67.0,3.0,69.0,38.0,1.0,0.0,1.0,773.0,33.61,0.0,0.0,0.0,1.0,29.0,2.0,0.0,17.0,1.0,2.0,0.0,1.0,1.0,0.0
 Paul Dummett,6.0,28.0,54.0,0.8,0.0,1.0,42.0,88.0,44.0,0.0,64.0,117.0,69.0,7.0,47.0,31.0,0.0,1.0,0.0,673.0,29.26,0.0,34.0,0.21,0.0,48.0,3.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0
 Younes Kaboul,7.0,31.0,43.0,0.81,0.0,3.0,52.0,196.0,94.0,0.0,117.0,142.0,91.0,15.0,78.0,55.0,0.0,1.0,1.0,654.0,28.43,1.0,13.0,0.23,2.0,51.0,3.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
 Eliaquim Mangala,9.0,23.0,32.0,0.84,2.0,0.0,66.0,120.0,49.0,0.0,122.0,84.0,76.0,5.0,41.0,21.0,1.0,1.0,0.0,1003.0,43.61,0.0,2.0,0.0,0.0,41.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
 Angel Rangel,4.0,29.0,43.0,0.84,0.0,3.0,59.0,72.0,31.0,0.0,120.0,106.0,79.0,13.0,36.0,25.0,0.0,0.0,0.0,1278.0,55.57,0.0,47.0,0.23,0.0,65.0,6.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0
 DeAndre Yedlin,6.0,26.0,39.0,0.74,0.0,0.0,25.0,89.0,31.0,1.0,81.0,97.0,84.0,22.0,24.0,30.0,0.0,0.0,1.0,519.0,22.57,2.0,41.0,0.17,0.0,21.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kurt Zouma,8.0,26.0,30.0,0.73,0.0,3.0,36.0,123.0,52.0,0.0,68.0,107.0,49.0,4.0,67.0,28.0,0.0,0.0,1.0,736.0,32.0,1.0,4.0,0.25,0.0,37.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,1.0
 Ryan Bennett,4.0,32.0,20.0,0.6,0.0,1.0,36.0,172.0,92.0,0.0,51.0,81.0,54.0,1.0,58.0,33.0,1.0,0.0,0.0,562.0,25.55,0.0,0.0,0.0,0.0,65.0,7.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
 Mamadou Sakho,5.0,30.0,30.0,0.67,1.0,1.0,37.0,137.0,79.0,2.0,158.0,123.0,69.0,8.0,75.0,45.0,0.0,0.0,0.0,1243.0,56.5,0.0,0.0,0.0,0.0,69.0,1.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0
 Martin Skrtel,6.0,29.0,23.0,0.87,1.0,4.0,41.0,147.0,63.0,0.0,92.0,88.0,53.0,1.0,58.0,29.0,1.0,0.0,0.0,1173.0,53.32,1.0,1.0,0.0,0.0,56.0,5.0,0.0,21.0,1.0,1.0,0.0,1.0,0.0,0.0
 Gabriel,10.0,16.0,43.0,0.65,3.0,1.0,61.0,112.0,38.0,0.0,134.0,106.0,57.0,3.0,51.0,32.0,0.0,1.0,0.0,1110.0,52.86,0.0,0.0,0.0,1.0,34.0,4.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0
 Phil Jagielka,7.0,25.0,39.0,0.72,0.0,0.0,50.0,170.0,83.0,0.0,115.0,111.0,66.0,3.0,58.0,38.0,0.0,3.0,0.0,1036.0,49.33,0.0,3.0,0.33,0.0,148.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
 Sebastian Prödl,5.0,28.0,23.0,0.91,0.0,1.0,64.0,93.0,26.0,1.0,56.0,57.0,59.0,0.0,29.0,24.0,0.0,0.0,0.0,509.0,24.24,0.0,1.0,1.0,0.0,58.0,5.0,0.0,23.0,0.0,2.0,1.0,0.0,1.0,0.0
 Martín Demichelis,3.0,18.0,20.0,0.8,0.0,2.0,35.0,76.0,39.0,0.0,47.0,68.0,46.0,5.0,35.0,13.0,0.0,1.0,0.0,551.0,27.55,1.0,0.0,0.0,0.0,23.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
 Carl Jenkinson,0.0,23.0,24.0,0.83,1.0,2.0,20.0,54.0,30.0,0.0,68.0,48.0,55.0,7.0,13.0,15.0,1.0,1.0,0.0,505.0,25.25,2.0,34.0,0.21,0.0,31.0,3.0,1.0,13.0,0.0,2.0,0.0,1.0,1.0,0.0
 Ryan Shawcross,7.0,26.0,43.0,0.81,1.0,2.0,39.0,94.0,38.0,0.0,64.0,101.0,62.0,5.0,50.0,25.0,0.0,0.0,0.0,592.0,29.6,0.0,1.0,0.0,0.0,38.0,2.0,1.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0
 Maya Yoshida,4.0,18.0,13.0,0.62,2.0,0.0,33.0,67.0,24.0,0.0,69.0,40.0,29.0,0.0,22.0,10.0,0.0,3.0,0.0,485.0,24.25,0.0,7.0,0.14,0.0,42.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
 James Collins,5.0,14.0,18.0,0.83,0.0,3.0,19.0,151.0,83.0,1.0,59.0,76.0,50.0,3.0,51.0,27.0,0.0,0.0,0.0,574.0,30.21,0.0,0.0,0.0,0.0,55.0,3.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
