name,goals,goals per match,headed goals,goals with right foot,goals with left foot,penalties scored,freekicks scored,shots,shots on target,shooting accuracy ,hit woodwork,big chances missed,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,tackles,tackle success,blocked shots,interceptions,clearances,headed clearance,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,errors leading to goal
 Jeff Hendrick,2.0,0.06,0.0,2.0,0.0,0.0,0.0,25.0,6.0,0.24,0.0,2.0,2.0,802.0,23.59,3.0,23.0,0.17,5.0,20.0,1.0,0.0,19.0,16.0,16.0,0.63,10.0,8.0,20.0,8.0,113.0,73.0,132.0,24.0,15.0,58.0,0.0
 N'Golo Kanté,1.0,0.03,0.0,1.0,0.0,0.0,0.0,25.0,5.0,0.2,0.0,0.0,1.0,2150.0,63.24,4.0,13.0,0.15,9.0,89.0,3.0,0.0,41.0,1.0,113.0,0.68,14.0,85.0,26.0,10.0,312.0,191.0,179.0,47.0,17.0,32.0,0.0
 Jake Livermore,2.0,0.06,0.0,2.0,0.0,0.0,0.0,15.0,4.0,0.27,1.0,1.0,2.0,1103.0,32.44,2.0,16.0,0.19,8.0,65.0,5.0,0.0,42.0,1.0,72.0,0.57,4.0,26.0,28.0,10.0,173.0,128.0,152.0,19.0,23.0,37.0,0.0
 Fernandinho,5.0,0.15,0.0,3.0,2.0,0.0,0.0,47.0,19.0,0.4,0.0,1.0,3.0,2975.0,87.5,7.0,9.0,0.0,18.0,105.0,7.0,0.0,41.0,0.0,62.0,0.56,11.0,47.0,65.0,47.0,207.0,204.0,175.0,22.0,94.0,76.0,0.0
 Oriol Romeu,1.0,0.03,0.0,1.0,0.0,0.0,0.0,27.0,4.0,0.15,1.0,1.0,0.0,1843.0,54.21,3.0,6.0,0.17,2.0,89.0,11.0,0.0,53.0,3.0,93.0,0.69,7.0,69.0,72.0,37.0,255.0,241.0,214.0,15.0,97.0,82.0,0.0
 Tom Davies,2.0,0.06,0.0,1.0,1.0,0.0,0.0,21.0,3.0,0.14,0.0,1.0,1.0,691.0,20.94,0.0,17.0,0.29,1.0,22.0,7.0,0.0,38.0,3.0,30.0,0.67,8.0,24.0,17.0,10.0,110.0,117.0,162.0,26.0,19.0,36.0,0.0
 Idrissa Gueye,2.0,0.06,0.0,2.0,0.0,0.0,0.0,23.0,7.0,0.3,0.0,1.0,1.0,1566.0,47.45,1.0,11.0,0.27,1.0,71.0,6.0,1.0,50.0,1.0,117.0,0.79,6.0,62.0,42.0,13.0,287.0,220.0,172.0,18.0,33.0,33.0,0.0
 Tom Ince,2.0,0.06,0.0,0.0,2.0,0.0,0.0,70.0,20.0,0.29,2.0,5.0,0.0,685.0,20.76,3.0,59.0,0.25,2.0,17.0,0.0,0.0,22.0,10.0,35.0,0.77,24.0,12.0,11.0,1.0,136.0,114.0,144.0,27.0,17.0,44.0,0.0
 Anthony Knockaert,3.0,0.09,0.0,1.0,2.0,0.0,0.0,46.0,12.0,0.26,2.0,4.0,1.0,984.0,29.82,3.0,98.0,0.18,4.0,43.0,4.0,1.0,22.0,8.0,39.0,0.67,13.0,23.0,13.0,6.0,171.0,139.0,140.0,62.0,16.0,19.0,0.0
 Cheikhou Kouyaté,2.0,0.06,1.0,0.0,0.0,0.0,0.0,23.0,5.0,0.22,1.0,2.0,3.0,955.0,28.94,0.0,17.0,0.24,5.0,15.0,5.0,0.0,45.0,6.0,71.0,0.69,7.0,32.0,49.0,37.0,188.0,251.0,234.0,20.0,123.0,113.0,0.0
 Jesse Lingard,8.0,0.24,1.0,7.0,0.0,0.0,0.0,56.0,23.0,0.41,3.0,7.0,5.0,932.0,28.24,4.0,46.0,0.17,8.0,19.0,2.0,0.0,34.0,4.0,30.0,0.7,15.0,9.0,10.0,0.0,84.0,99.0,124.0,28.0,5.0,26.0,0.0
 James McArthur,5.0,0.15,0.0,2.0,3.0,0.0,0.0,30.0,11.0,0.37,0.0,1.0,1.0,1070.0,32.42,3.0,11.0,0.18,3.0,37.0,5.0,0.0,45.0,0.0,58.0,0.76,9.0,36.0,37.0,12.0,177.0,151.0,186.0,27.0,39.0,52.0,0.0
 Wilfred Ndidi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,0.15,2.0,0.0,3.0,1684.0,51.03,0.0,9.0,0.11,7.0,79.0,6.0,2.0,60.0,1.0,138.0,0.64,14.0,50.0,95.0,47.0,296.0,313.0,260.0,33.0,117.0,75.0,0.0
 Moussa Sissoko,1.0,0.03,0.0,0.0,1.0,0.0,0.0,19.0,8.0,0.42,0.0,3.0,1.0,869.0,26.33,2.0,19.0,0.21,3.0,29.0,3.0,0.0,23.0,3.0,23.0,0.74,5.0,9.0,21.0,16.0,108.0,64.0,70.0,18.0,16.0,17.0,0.0
 Rajiv van La Parra,3.0,0.09,0.0,3.0,0.0,1.0,0.0,43.0,15.0,0.35,1.0,1.0,0.0,633.0,19.18,1.0,84.0,0.1,3.0,14.0,3.0,1.0,29.0,3.0,41.0,0.71,17.0,21.0,7.0,6.0,152.0,168.0,203.0,68.0,13.0,29.0,1.0
 Georginio Wijnaldum,1.0,0.03,0.0,1.0,0.0,0.0,0.0,38.0,10.0,0.26,1.0,1.0,2.0,1266.0,38.36,1.0,2.0,0.5,2.0,46.0,1.0,0.0,13.0,4.0,34.0,0.68,14.0,25.0,19.0,7.0,173.0,108.0,101.0,42.0,16.0,29.0,0.0
 Cesc Fàbregas,2.0,0.06,0.0,1.0,1.0,0.0,0.0,38.0,10.0,0.26,1.0,2.0,4.0,2189.0,68.41,8.0,140.0,0.31,22.0,127.0,4.0,1.0,25.0,5.0,68.0,0.72,15.0,22.0,23.0,10.0,171.0,118.0,126.0,18.0,10.0,23.0,0.0
 Jordon Ibe,2.0,0.06,0.0,2.0,0.0,0.0,0.0,54.0,17.0,0.31,2.0,1.0,6.0,695.0,21.72,6.0,109.0,0.28,5.0,21.0,1.0,0.0,10.0,2.0,14.0,0.86,21.0,10.0,9.0,4.0,101.0,95.0,141.0,37.0,4.0,15.0,0.0
 James Milner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.24,0.0,0.0,3.0,1480.0,46.25,5.0,123.0,0.24,7.0,85.0,3.0,0.0,29.0,0.0,58.0,0.78,8.0,21.0,22.0,8.0,125.0,115.0,95.0,12.0,23.0,18.0,0.0
 Roberto Pereyra,5.0,0.16,0.0,5.0,0.0,0.0,0.0,33.0,13.0,0.39,1.0,2.0,2.0,676.0,21.13,6.0,49.0,0.29,1.0,33.0,3.0,0.0,18.0,2.0,10.0,0.8,11.0,9.0,3.0,1.0,101.0,71.0,116.0,31.0,3.0,17.0,0.0
 Yohan Cabaye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,0.32,2.0,1.0,1.0,1293.0,41.71,5.0,136.0,0.35,6.0,62.0,7.0,0.0,35.0,1.0,70.0,0.63,14.0,79.0,28.0,5.0,183.0,109.0,163.0,10.0,6.0,14.0,1.0
 Mohamed Diamé,2.0,0.06,0.0,2.0,0.0,0.0,0.0,20.0,6.0,0.3,0.0,0.0,0.0,816.0,26.32,1.0,6.0,0.17,2.0,47.0,3.0,0.0,44.0,0.0,89.0,0.72,6.0,48.0,28.0,22.0,142.0,187.0,203.0,25.0,62.0,57.0,0.0
 Nathan Redmond,1.0,0.03,1.0,0.0,0.0,0.0,0.0,44.0,15.0,0.34,1.0,1.0,3.0,799.0,25.77,6.0,69.0,0.25,5.0,41.0,3.0,0.0,19.0,4.0,32.0,0.53,13.0,15.0,14.0,6.0,126.0,109.0,120.0,55.0,4.0,15.0,1.0
 Eric Maxim Choupo-Moting,5.0,0.17,1.0,3.0,1.0,0.0,0.0,60.0,20.0,0.33,1.0,4.0,5.0,641.0,21.37,5.0,35.0,0.11,1.0,17.0,3.0,0.0,21.0,14.0,42.0,0.71,15.0,23.0,25.0,11.0,133.0,187.0,217.0,61.0,60.0,74.0,0.0
 Ilkay Gündogan,4.0,0.13,1.0,3.0,0.0,1.0,0.0,35.0,11.0,0.31,1.0,1.0,1.0,1402.0,46.73,2.0,8.0,0.25,6.0,34.0,3.0,0.0,14.0,0.0,27.0,0.56,12.0,16.0,10.0,2.0,124.0,75.0,83.0,26.0,4.0,12.0,0.0
 Jonathan Hogg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.17,0.0,0.0,0.0,1413.0,47.1,0.0,3.0,0.33,2.0,62.0,8.0,1.0,32.0,0.0,93.0,0.69,4.0,70.0,45.0,19.0,209.0,164.0,145.0,8.0,35.0,30.0,0.0
 James McClean,1.0,0.03,0.0,0.0,1.0,0.0,0.0,30.0,6.0,0.2,0.0,1.0,0.0,359.0,11.97,0.0,88.0,0.22,0.0,5.0,7.0,0.0,35.0,5.0,40.0,0.7,9.0,19.0,15.0,6.0,91.0,90.0,146.0,23.0,16.0,22.0,0.0
 Matt Phillips,2.0,0.07,0.0,2.0,0.0,0.0,0.0,28.0,8.0,0.29,0.0,1.0,2.0,497.0,16.57,4.0,164.0,0.24,0.0,17.0,3.0,0.0,14.0,11.0,27.0,0.59,8.0,24.0,26.0,8.0,114.0,120.0,154.0,45.0,35.0,37.0,0.0
 Morgan Schneiderlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1130.0,37.67,0.0,8.0,0.25,0.0,63.0,5.0,1.0,39.0,0.0,58.0,0.69,2.0,61.0,59.0,25.0,170.0,116.0,121.0,6.0,37.0,37.0,0.0
 Jonjo Shelvey,1.0,0.03,0.0,1.0,0.0,0.0,0.0,42.0,9.0,0.21,2.0,1.0,3.0,1382.0,46.07,4.0,79.0,0.32,21.0,157.0,2.0,2.0,23.0,0.0,39.0,0.62,15.0,28.0,28.0,7.0,199.0,90.0,83.0,23.0,20.0,13.0,0.0
 James Ward-Prowse,3.0,0.1,0.0,3.0,0.0,0.0,1.0,28.0,14.0,0.5,1.0,1.0,3.0,747.0,24.9,8.0,159.0,0.23,0.0,18.0,3.0,0.0,18.0,0.0,23.0,0.7,7.0,8.0,18.0,14.0,98.0,61.0,102.0,5.0,21.0,50.0,0.0
 Tiemoué Bakayoko,2.0,0.07,1.0,0.0,1.0,0.0,0.0,40.0,9.0,0.23,1.0,3.0,2.0,1108.0,38.21,1.0,5.0,0.2,0.0,44.0,3.0,1.0,50.0,2.0,64.0,0.64,17.0,37.0,36.0,22.0,169.0,164.0,155.0,36.0,40.0,36.0,2.0
 Sam Clucas,3.0,0.1,0.0,1.0,2.0,0.0,0.0,19.0,7.0,0.37,0.0,2.0,1.0,786.0,27.1,1.0,55.0,0.22,2.0,33.0,2.0,0.0,10.0,3.0,34.0,0.56,4.0,29.0,30.0,17.0,110.0,89.0,91.0,5.0,37.0,36.0,0.0
 Lewis Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.11,0.0,0.0,2.0,1228.0,42.34,0.0,29.0,0.31,5.0,107.0,5.0,0.0,33.0,1.0,67.0,0.52,8.0,35.0,21.0,8.0,198.0,151.0,158.0,50.0,14.0,27.0,1.0
 Aaron Lennon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.36,1.0,0.0,2.0,468.0,16.14,1.0,38.0,0.18,0.0,8.0,2.0,0.0,21.0,1.0,37.0,0.65,7.0,19.0,16.0,3.0,82.0,81.0,127.0,15.0,12.0,19.0,0.0
 Mark Noble,4.0,0.14,0.0,4.0,0.0,2.0,0.0,15.0,6.0,0.4,0.0,1.0,0.0,1324.0,45.66,2.0,23.0,0.35,8.0,114.0,6.0,0.0,28.0,2.0,61.0,0.59,4.0,47.0,22.0,8.0,222.0,137.0,129.0,20.0,10.0,14.0,0.0
 David Silva,9.0,0.31,0.0,0.0,9.0,0.0,0.0,54.0,20.0,0.37,1.0,5.0,11.0,2429.0,83.76,14.0,74.0,0.22,18.0,44.0,5.0,0.0,21.0,4.0,32.0,0.66,12.0,18.0,6.0,2.0,135.0,120.0,107.0,38.0,17.0,11.0,0.0
 Christian Atsu,2.0,0.07,0.0,0.0,2.0,0.0,0.0,35.0,12.0,0.34,0.0,3.0,2.0,448.0,16.0,5.0,57.0,0.11,1.0,8.0,1.0,0.0,10.0,6.0,17.0,0.94,11.0,13.0,20.0,10.0,107.0,84.0,165.0,28.0,13.0,68.0,0.0
 Mousa Dembélé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.27,0.0,0.0,0.0,1422.0,50.79,0.0,1.0,1.0,1.0,37.0,6.0,0.0,48.0,0.0,36.0,0.67,4.0,33.0,12.0,7.0,181.0,141.0,136.0,68.0,9.0,16.0,0.0
 Dan Gosling,2.0,0.07,0.0,1.0,1.0,0.0,0.0,22.0,8.0,0.36,0.0,1.0,1.0,1062.0,37.93,0.0,6.0,0.5,1.0,39.0,8.0,0.0,38.0,2.0,50.0,0.5,4.0,25.0,25.0,14.0,151.0,147.0,177.0,18.0,54.0,58.0,0.0
 Juan Mata,3.0,0.11,0.0,0.0,3.0,0.0,1.0,28.0,10.0,0.36,2.0,3.0,5.0,1215.0,43.39,6.0,111.0,0.27,4.0,54.0,1.0,0.0,12.0,18.0,18.0,0.72,6.0,15.0,7.0,0.0,109.0,58.0,67.0,17.0,3.0,8.0,1.0
 Victor Moses,3.0,0.11,0.0,1.0,2.0,0.0,0.0,35.0,11.0,0.31,0.0,1.0,3.0,833.0,29.75,3.0,90.0,0.21,2.0,25.0,3.0,0.0,23.0,9.0,37.0,0.78,9.0,15.0,31.0,20.0,143.0,124.0,115.0,32.0,28.0,42.0,0.0
 Darren Fletcher,1.0,0.04,0.0,1.0,0.0,0.0,0.0,11.0,2.0,0.18,0.0,1.0,1.0,1048.0,38.81,2.0,49.0,0.33,6.0,87.0,0.0,0.0,14.0,0.0,47.0,0.55,5.0,26.0,31.0,12.0,133.0,108.0,99.0,15.0,21.0,21.0,1.0
 Jordan Henderson,1.0,0.04,0.0,1.0,0.0,0.0,0.0,15.0,3.0,0.2,1.0,1.0,1.0,2085.0,77.22,2.0,25.0,0.2,7.0,152.0,1.0,0.0,26.0,0.0,51.0,0.65,4.0,31.0,20.0,5.0,213.0,98.0,90.0,8.0,28.0,11.0,0.0
 Grzegorz Krychowiak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.18,1.0,0.0,2.0,813.0,30.11,4.0,18.0,0.22,6.0,48.0,2.0,0.0,31.0,1.0,40.0,0.63,3.0,45.0,23.0,13.0,125.0,122.0,109.0,19.0,26.0,15.0,0.0
 Manuel Lanzini,5.0,0.19,0.0,4.0,1.0,0.0,0.0,44.0,18.0,0.41,0.0,3.0,6.0,1214.0,44.96,6.0,82.0,0.2,6.0,31.0,4.0,0.0,9.0,3.0,20.0,0.55,12.0,30.0,5.0,1.0,165.0,123.0,135.0,65.0,3.0,10.0,1.0
 Paul Pogba,6.0,0.22,1.0,5.0,0.0,0.0,0.0,76.0,18.0,0.24,2.0,6.0,10.0,1721.0,63.74,4.0,28.0,0.14,15.0,110.0,5.0,1.0,44.0,3.0,33.0,0.7,29.0,21.0,25.0,14.0,161.0,208.0,165.0,75.0,51.0,30.0,0.0
 Gylfi Sigurdsson,4.0,0.15,0.0,4.0,0.0,0.0,0.0,39.0,12.0,0.31,0.0,2.0,3.0,700.0,25.93,5.0,150.0,0.23,6.0,12.0,2.0,0.0,19.0,1.0,38.0,0.68,14.0,34.0,30.0,8.0,120.0,93.0,133.0,20.0,19.0,39.0,0.0
 Sofiane Boufal,2.0,0.08,0.0,1.0,1.0,0.0,0.0,30.0,6.0,0.2,0.0,1.0,2.0,532.0,20.46,2.0,40.0,0.2,6.0,13.0,1.0,0.0,27.0,2.0,37.0,0.65,14.0,6.0,6.0,2.0,81.0,132.0,137.0,61.0,6.0,13.0,0.0
 Chris Brunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.2,0.0,2.0,7.0,882.0,33.92,7.0,139.0,0.37,6.0,92.0,5.0,0.0,15.0,0.0,41.0,0.59,6.0,21.0,40.0,15.0,148.0,77.0,65.0,15.0,16.0,15.0,0.0
 Emre Can,3.0,0.12,2.0,1.0,0.0,0.0,0.0,27.0,8.0,0.3,1.0,1.0,4.0,1543.0,59.35,5.0,11.0,0.45,11.0,76.0,8.0,0.0,27.0,0.0,67.0,0.81,5.0,28.0,32.0,20.0,196.0,163.0,123.0,24.0,46.0,49.0,0.0
 Ryan Fraser,5.0,0.19,0.0,4.0,1.0,0.0,0.0,30.0,12.0,0.4,0.0,0.0,3.0,816.0,31.38,3.0,138.0,0.25,3.0,20.0,0.0,0.0,6.0,1.0,11.0,0.73,10.0,17.0,29.0,12.0,103.0,74.0,75.0,10.0,9.0,26.0,0.0
 Isaac Hayden,1.0,0.04,0.0,1.0,0.0,0.0,0.0,14.0,9.0,0.64,0.0,1.0,0.0,527.0,20.27,0.0,17.0,0.29,0.0,14.0,7.0,0.0,30.0,0.0,40.0,0.57,1.0,23.0,40.0,20.0,69.0,106.0,123.0,6.0,51.0,45.0,0.0
 Ander Herrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.08,0.0,0.0,2.0,1043.0,40.12,2.0,15.0,0.07,4.0,38.0,5.0,0.0,28.0,2.0,56.0,0.52,6.0,34.0,20.0,4.0,104.0,103.0,105.0,10.0,9.0,10.0,0.0
 Alex Iwobi,3.0,0.12,0.0,2.0,1.0,0.0,0.0,45.0,23.0,0.51,1.0,2.0,5.0,1137.0,43.73,6.0,20.0,0.15,12.0,28.0,1.0,0.0,11.0,1.0,19.0,0.79,11.0,7.0,8.0,4.0,110.0,70.0,84.0,36.0,3.0,14.0,0.0
 Henrikh Mkhitaryan,3.0,0.12,0.0,2.0,1.0,0.0,0.0,36.0,16.0,0.44,0.0,1.0,9.0,980.0,37.69,11.0,84.0,0.2,15.0,22.0,2.0,0.0,23.0,4.0,33.0,0.73,8.0,15.0,5.0,4.0,104.0,109.0,149.0,30.0,19.0,23.0,0.0
 Mesut Özil,4.0,0.15,1.0,0.0,3.0,0.0,0.0,39.0,14.0,0.36,0.0,4.0,8.0,1809.0,69.58,13.0,98.0,0.26,18.0,57.0,4.0,0.0,18.0,12.0,20.0,0.65,13.0,12.0,5.0,2.0,100.0,79.0,92.0,36.0,1.0,12.0,0.0
 Gareth Barry,1.0,0.04,0.0,0.0,1.0,0.0,0.0,16.0,6.0,0.38,0.0,0.0,1.0,927.0,37.08,2.0,28.0,0.32,3.0,64.0,4.0,0.0,28.0,1.0,35.0,0.54,5.0,14.0,32.0,22.0,148.0,106.0,112.0,10.0,32.0,36.0,0.0
 Ki Sung-yueng,2.0,0.08,0.0,1.0,1.0,0.0,0.0,20.0,6.0,0.3,0.0,1.0,2.0,836.0,33.44,2.0,62.0,0.34,1.0,63.0,2.0,0.0,10.0,1.0,25.0,0.72,6.0,32.0,20.0,5.0,95.0,54.0,57.0,7.0,5.0,21.0,0.0
 Erik Lamela,2.0,0.08,0.0,0.0,2.0,0.0,0.0,20.0,6.0,0.3,1.0,3.0,2.0,446.0,17.84,4.0,25.0,0.32,5.0,12.0,4.0,0.0,24.0,3.0,23.0,0.57,6.0,7.0,4.0,4.0,49.0,68.0,86.0,23.0,6.0,14.0,0.0
